ccf_id,control_domain,control_name,control_description,nist_cybersecurity,bsi_c5,cis_v8,mlps,iso_22301,cyber_essentials_uk,ens,iso_27001,iso_27002,iso_27017,iso_27018,tx_ramp_L1,fedramp_tailored,fedramp_moderate,hipaa_security,irap,ismap,mas,pci_dss_v4,kfsi,soc_2,nist_cybersecurity_ref,bsi_c5_ref,cis_v8_ref,mlps_ref,iso_22301_ref,cyber_essentials_uk_ref,ens_ref,iso_27001_ref,iso_27002_ref,iso_27017_ref,iso_27018_ref,tx_ramp_L1_ref,fedramp_tailored_ref,fedramp_moderate_ref,hipaa_security_ref,irap_ref,ismap_ref,mas_ref,pci_dss_v4_ref,kfsi_ref,soc_2_ref
SG-17,Security Governance,Software Usage Restrictions,Organization maintains software license contracts and monitors its compliance with usage restrictions.,,,X,X,,X,,,,,,X,X,X,,,X,,X,,,,,"2.1
2.2
2.3
2.4
2.5
2.6",8.1.4.4,,Security Update Management ,,,,,,CM-10,CM-10,"CM-10
AU-09 (04)",,,"9.4.4.2
9.4.4.10.P
12.2.1.7
18.1.2.1
18.1.2.5
18.1.2.6
18.1.2.7
18.1.2.8
18.1.2.9
18.1.2.10
12.2.1.2
18.1.2.2
12.6.2.3",,"12.2, 12.2.1",,
SLC-01,Service Lifecycle,Service Lifecycle Workflow,"Major software releases are subject to the Service Life Cycle, which requires acceptance via Concept Accept and Project Plan Commit phases prior to implementation.",X,X,X,,,,X,,X,,,X,X,X,,X,X,X,X,,X,PR.IP-2,DEV-01 ,"16.1
16.2
16.10",,,,"8

9

10

11

12

87",,"8.25

8.27

5.8

8.28",,,"SA-03
SA-04","SA-03
SA-04
SA-08
PL-08","SA-03
SA-04
SA-04 (01)
PL-08",,"ISM-1739
ISM-0041
ISM-1460
ISM-1604
ISM-0401
ISM-1780
ISM-1239
ISM-1241
ISM-1424
ISM-1278","6.1.5.2
6.1.5.3
6.1.5.4
6.1.5.5
12.5.1.14
14.1.1.7
14.1.1.12
14.1.1.14
14.1.1.15
14.1.1.16
14.1.1.17
14.1.1.18
14.2.1.2
14.2.1.4
14.2.1.7
14.2.5.1
14.2.5.2
14.2.5.3
14.2.5.4
14.2.5.5
14.2.5.6
14.2.5.8
14.2.6.8
14.2.8.2
14.2.1.3
14.2.1.10
14.1.1.23
14.1.1.24","5.1
5.2
5.4
5.7","6.1, 6.2, 6.2.1, 6.2.2, 6.2.3, 6.2.3.1",,CC8.1
SLC-02,Service Lifecycle,Source Code Management,Source code is managed with Organization-approved version control mechanisms.,,X,X,X,,,X,,,,,,,,,,X,X,X,,X,,DEV-08,"2.7
4.6
12.3","8.1.6.3
8.1.9.4
8.1.9.5 �",,,87,,,,,,,,,,"9.4.5.2
9.4.5.3
9.4.5.4
9.4.5.5
9.4.5.6
9.4.5.7
9.4.5.8
9.4.5.9
12.5.1.2
14.2.1.5
14.2.1.6
14.2.2.14","5.7
6.3
7.6","6.1, 6.2, 6.2.1, 6.2.2, 6.2.3, 6.2.3.1",,"CC6.8
CC8.1"
SLC-03,Service Lifecycle,Secrets in Code,Organization manages source code secrets in a centralized repository; secrets are rotated at least annually and immediately if the security of secrets is compromised. ,,,,X,,,,,,,,,,,,X,,,X,,,,,,8.1.5.4,,,,,,,,,,,,ISM-1559,,,"8.6, 8.6.1, 8.6.2, 8.6.3",,
SLC-04,Service Lifecycle,Project Budget Approval,"Approval for project initiation and budget is obtained from IT management and business owners.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC-05,Service Lifecycle,Project Scope Change,"Changes to finalized project scope and requirements require the review and approval from the business team and project manager.
",,,,X,,,,,,,,,,,,,,,,,,,,,8.1.9.6,,,,,,,,,,,,,,,,,
SLC-06,Service Lifecycle,Information System Operation Authorization,"Senior management authorizes the operation of new information systems, based on security and business requirements, prior to implementation. The information system authorization is refreshed every 3 years or when significant change occurs.",,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,MA-06,,"ISM-1739
ISM-0041",14.2.5.9,,,,
SLC-07,Service Lifecycle,System Acquisition Approval,"Information system acquisitions require approval from authorized personnel based on verification of the following documented evidence:
� security function, strength, and assurance requirements
� requirements for protecting security-related documentation
� system development and test requirements
� acceptance criteria for releases
� enumeration of Security controls
� security control implementation and monitoring requirements
� components are FIPS-201 approved",,,X,X,,,,,,,,X,X,X,,,,,,,,,,16.11,"8.1.9.6
8.1.9.7",,,,,,,,"SA-04
SA-22","SA-04
SA-04 (10)","SA-04
SA-04 (02)",,,,,,,
SM-01,Systems Monitoring,Audit Logging,Organization logs critical information system activity.,X,X,X,X,,,X,,X,,,X,X,X,X,X,X,X,X,X,X,DE.AE-3,"AM-01
DEV-07
IDM-06
OIS-04
OPS-10
OPS-11
OPS-12
OPS-15
OPS-17
PSS-04","1.4
3.14
8.1
8.2
8.5
8.12
13.6","8.1.5.2
8.2.3.3",,,"33

34

35

46",,"8.15

5.33",,,"AU-02
AU-12","AU-02
AU-12","AU-02
AU-12
AU-07 (01)","164.312(b)
164.312(c)(2)","ISM-1714
ISM-1613
ISM-1660
ISM-1664
ISM-0582
ISM-1677
ISM-1607
ISM-0580
ISM-1405
ISM-1537
ISM-0634
ISM-0261
ISM-1778
ISM-1586","9.4.4.6
12.4.1.1
12.4.1.2
12.4.1.3
12.4.1.4
12.4.1.5
12.4.1.6
12.4.1.7
12.4.1.8
12.4.1.9
12.4.1.10
12.4.1.11
12.4.1.12
12.4.1.13
12.4.1.14
12.4.1.17
12.4.1.18
12.4.3.1
12.4.3.2
12.4.3.3
12.5.1.9
12.7.1.7
14.1.1.9","9.2
12.2","10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2, A.1.2, A1.2.1",1.4.1,CC7.1
SM-02,Systems Monitoring,Secure Audit Logging,Organization logs critical information system activity to a secure repository. Organization disables administrators ability to delete or modify enterprise audit logs; the number of administrators with access to audit logs is limited.,,X,X,,,,,,,,,,,X,,X,,,X,,,,OPS-16,"8.2
8.5
8.6
8.7
8.8
8.9
8.12
12.5",,,,,,,,,,,"AU-06 (03)
AU-07",,"ISM-1573
ISM-1714
ISM-1715
ISM-1663
ISM-1665
ISM-1747
ISM-1678
ISM-1683
ISM-1684
ISM-1705
ISM-1706
ISM-1707
ISM-1708
ISM-0859
ISM-0991
ISM-1536
ISM-1757
ISM-1758
ISM-1775
ISM-1776
ISM-1777",,,"10.3, 10.3.1, 10.3.2, 10.3.3, 10.3.4",,
SM-03,Systems Monitoring,Audit Logging: Cardholder Data Environment Activity,"Organization logs the following activity for cardholder data environments:
� individual user access to cardholder data
� administrative actions
� access to logging servers
� failed logins
� modifications to authentication mechanisms and user privileges
� initialization, stopping, or pausing of the audit logs
� creation and deletion of system-level objects
� security events
� logs of all system components that store, process, transmit, or could impact the security of cardholder data (CHD) and/or sensitive authentication data (SAD)
� logs of all critical system components
� logs of all servers and system components that perform security functions (e.g., firewalls, intrusion-detection systems/intrusion-prevention systems (IDS/IPS), authentication servers, e-commerce redirection servers, etc.)",,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,ISM-1034,,,"10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2",,
SM-04,Systems Monitoring,Audit Logging: Cardholder Data Environment Event Information,"Organization records the following information for confirmed events in the cardholder data environment:
� user identification
� type of event
� date and time
� event success or failure indication
� origination of the event
� identification of affected data, system component, or resource",,,X,,,,,,,,,,,,,,,,X,,,,,8.1,,,,,,,,,,,,,,,,10.2.2,,
SM-05,Systems Monitoring,Audit Logging: Service Provider Logging Requirements,"Organization establishes unique logging and audit trails for each entity's cardholder data environment and complies with the following:
� logs are enabled for third-party applications
� logs are active by default
� logs are available for review by and communicated to the owning entity",,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"10.3, 10.3.1, 10.3.2, 10.3.3, 10.3.4",,
SM-06,Systems Monitoring,Configuration Management: Remote Logging,"Where applicable, devices are configured to send audit log data to a remote server",,,,X,,,,,,,,,,,,,,,X,,,,,,"8.1.10.6
8.2.3.3",,,,,,,,,,,,,,,5.3.4,,
SM-07,Systems Monitoring,Chain of Accountability,Organization implements audit trails to link authentication events to individuals users in production systems.,,,,X,,,,,,,,,,,,,,,X,,,,,,"8.1.3.5
8.1.4.3",,,,,,,,,,,,,,,"10.3, 10.3.1, 10.3.2, 10.3.3, 10.3.4",,
SM-08,Systems Monitoring,Audit Record Time Stamps,Organization records time stamps for audit records that can be mapped to a centralized time source.,,,,X,,,,,,,,X,X,X,,X,,,X,,,,,,"8.1.3.5
8.1.4.3",,,,,,,,AU-08,AU-08,AU-08,,"ISM-0585
ISM-0988",,,10.2.2,,
SM-09,Systems Monitoring,Log Reconciliation: CMDB,Organization reconciles the established device inventory against the enterprise log repository on a quarterly basis; devices which do not forward log data are remediated.,,,X,,,,,,,,,,,,,,,,X,,,,,8.9,,,,,,,,,,,,,,,,"10.4, 10.4.1, 10.4.1.1, 10.4.2, 10.4.2.1, 10.4.3",,
SM-10,Systems Monitoring,Audit Log Capacity and Retention,Organization allocates audit record storage capacity in accordance with logging storage and retention requirements; Audit logs are retained for 1 year with 90 days of data immediately available for analysis.,,X,X,X,,,X,,,,,X,X,X,,,X,,X,X,,,OPS-14,"8.1
8.3
8.9
8.10",8.1.5.2,,,46,,,,,"AU-04
AU-11
CA-07","AU-04
AU-11
CA-07","AU-04
AU-11
CA-07
AU-06 (03)",,,12.4.2.3,,"10.5, 10.5.1,",1.4.1,
SM-11,Systems Monitoring,Enterprise Antivirus Logging,"If applicable, Organization's managed enterprise antivirus deployments generate audit logs which are retained for 1 year with 90 days of data immediately available for analysis.",,,X,,,,X,,,,,,,,,X,,,X,,,,,8.10,,,,46,,,,,,,,,ISM-1672,,,"10.5, 10.5.1",,
SM-12,Systems Monitoring,Security Monitoring Alert Criteria,"Organization defines security monitoring alert criteria, how alert criteria will be flagged, and identifies authorized personnel for flagged system alerts.",X,X,X,X,X,,X,,,,,X,X,X,X,,X,X,X,,X,"DE.AE-5
DE.CM-2","COS-01
IDM-06
OPS-10
OPS-13
PSS-04","13.1
13.11","8.1.5.4
8.1.9.2",9.1(a),,"15

33

34

35

46",,,,,"AU-02
AU-03
AU-06
AU-12","AU-02
AU-03
AU-06
AU-12","AU-02
AU-03
AU-06
AU-12
AC-02 (12)
AU-06 (01)
CA-07 (01)
SI-04 (02)
SI-04 (05)","164.308(a)(1)(ii)(D)
164.308(a)(6)(ii)
164.312(b)
164.312(c)(2)",,"4.6.2.1
6.1.2.4
9.4.2.10
9.4.2.11
9.4.2.12
12.4.2.1
12.4.2.2
12.7.1.9","6.4
7.7
12.2","10.4, 10.4.1, 10.4.1.1, 10.4.2, 10.4.2.1, 10.4.3",,"CC7.1
CC7.3"
SM-13,Systems Monitoring,Security Monitoring Alert Criteria Review,Organization reviews security monitoring alert on an annual basis.,,,X,,,,,,,,,,,,,,,,X,,,,,8.1,,,,,,,,,,,,,,,,"10.4, 10.4.1, 10.4.1.1, 10.4.2, 10.4.2.1, 10.4.3",,
SM-14,Systems Monitoring,Log-tampering Detection,Organization monitors and flags tampering to the audit logging and monitoring tools in the production environment.,,,X,X,,,X,,,,,,,X,,,X,,X,X,,,,13.1,"8.1.3.5
8.1.4.3",,,37,,,,,,,CA-07 (01),,,"12.5.1.18
14.1.3.5",,"10.3, 10.3.1, 10.3.2, 10.3.3, 10.3.4","1.4.1
8.1.3",
SM-15,Systems Monitoring,Unauthorized Devices Addition,"Unauthorized devices connected to the Organization Network are:
� detected within a maximum of five minutes, and
� the unauthorized device is disabled, or a notification is sent to authorized Organization personnel",,,X,,,,,,,,,,,X,,X,,,X,,,,,"12.5
13.6",,,,,,,,,,,CM-08 (03),,ISM-0520,,,"11.5, 11.5.1, 11.5.1.1, 11.5.2",,
SM-16,Systems Monitoring,"Security Monitoring Alert Criteria: Guest, Anonymous and Temp Accounts","Organization defines security monitoring alert criteria for the use of guest, anonymous, and temporary accounts on Organization's network.",,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,AC-02 (12),,,,,"10.7, 10.7.1, 10.7.2, 10.7.3, A3.3.1, A3.3.1.2
11.5, 11.5.1, 11.5.1.1, 11.5.2",,
SM-17,Systems Monitoring,Security Monitoring Alert Criteria: VoIP Usage,Organization defines security monitoring alert criteria to detect deviations from Voice over IP (VoIP) activity standards.,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"11.5, 11.5.1, 11.5.1.1, 11.5.2",,
SM-18,Systems Monitoring,Prohibited Activity Monitoring: Remote Access,Remote sessions are monitored for prohibited activity.,,,,X,,,,,,,,X,X,X,,,X,,X,,,,,,8.1.3.5,,,,,,,,AC-17,AC-17,AC-17,,,"6.2.2.5
6.2.2.8
6.2.2.20",,"11.5, 11.5.1, 11.5.1.1, 11.5.2",,
SM-19,Systems Monitoring,Prohibited Activity Monitoring: Client Run Time Technologies,Organization monitors and flags the use of prohibited client run time technologies on information systems.,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"11.5, 11.5.1, 11.5.1.1, 11.5.2",,
SM-20,Systems Monitoring,Security Monitoring Alert Criteria: Wireless Access Point,Organization defines security monitoring alert criteria for attack attempts against wireless access points.,,,,X,,,,,,,,,,,,,,,X,,,,,,"8.1.10.7
8.2.4.3",,,,,,,,,,,,,,,"11.2, 11.2.1, 11.2.2",,
SM-21,Systems Monitoring,Security Monitoring Alert Criteria: Failed Logins,Organization defines security monitoring alert criteria for failed login attempts on Organization's network.,,,,,,,,,,,,,,,X,X,,,X,,,,,,,,,,,,,,,,,164.308(a)(5)(ii)�,"ISM-1683
ISM-1684
ISM-1275",,,"11.5, 11.5.1, 11.5.1.1, 11.5.2",,
SM-22,Systems Monitoring,Security Monitoring Alert Criteria: Privileged Functions,Organization defines security monitoring alert criteria for privileged functions executed by both authorized and unauthorized users.,,,,X,,,,,,,,,,X,,X,,,X,,,,,,"8.1.5.1
8.1.5.2
8.2.4.3",,,,,,,,,,"AC-06 (09)
AC-06 (10)",,"ISM-1576
ISM-1275",,,"10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2",,
SM-23,Systems Monitoring,Security Monitoring Alert Criteria: Audit Log Integrity,Organization defines security monitoring alert criteria for changes to the integrity of audit logs.,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"10.3, 10.3.1, 10.3.2, 10.3.3, 10.3.4",,
SM-24,Systems Monitoring,Security Monitoring Alert Criteria: Cardholder System Components,"Organization defines security monitoring alert criteria for system components that store, process, transmit, or could impact the security of cardholder data and/or sensitive authentication data.",,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"10.4 10.4.1, 10.4.1.1, 10.4.2, 10.4.2.1",,
SM-25,Systems Monitoring,System Security Monitoring,Critical systems are monitored in accordance with predefined security criteria and alerts are sent to authorized personnel. Confirmed incidents are tracked to resolution.,X,X,,X,X,,X,,X,,,X,X,X,X,,X,X,X,,X,"RS.AN-1
DE.AE-2
DE.CM-7
RS.AN-1","COS-01
COS-03
OIS-03
OPS-10
OPS-13
SIM-05
SSO-04
PSS-04",,"8.1.3.5
8.1.9.2
8.2.3.2",9.1(b),,"33

34

35

46",,8.16,,,"AU-02
AU-05
AU-09
SI-04
SI-05","AU-02
AU-05
AU-09
SI-04
SI-05","AU-02
AU-05
AU-09
SI-04
SI-05
IR-06 (01)","164.308(a)(1)(ii)(D)
164.308(a)(5)(ii)(B)
164.308(a)(5)(ii)�
164.308(a)(6)(ii)
164.312(b)
164.312(c)(1)
164.312(c)(2)",,"6.1.3.5
9.4.2.10
9.4.2.11
9.4.2.12
12.4.5.5.P",7.7,12.10.1,,"CC6.8
CC7.2
CC7.3"
SM-26,Systems Monitoring,Intrusion Detection Systems,"Organization has an Intrusion Detection System (IDS) or Intrusion Prevention System (IPS) deployment(s) and ensures the following:
� signature definitions are updated including the removal of false positive signatures
� non-signature based attacks are defined
� IDS/IPS are configured to capture malicious (both signature and non-signature based) traffic
� alerts are reviewed and resolved by authorized personnel when malicious traffic is detected",,,X,X,,X,X,,,,,X,X,X,,X,,,X,X,,,,"8.11
13.3
13.8","8.1.3.3
8.1.3.4
8.1.4.4
8.1.4.5
8.2.2.1
8.2.3.2
8.2.4.3",,Malware Protection ,46,,,,,SI-04,SI-04,"SI-04
SI-04 (01)",,"ISM-1213
ISM-1341
ISM-1034
ISM-1028
ISM-1030",,,"11.5, 11.5.1, 11.5.1.1, 11.5.2","6.1.1
8.3.1
8.3.3",
SM-27,Systems Monitoring,System Monitoring Legal Opinion,Organization obtains legal opinion with regard to monitoring activities in accordance with applicable requirements and mandates.,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,46,,,,,,,,,"ISM-0137
ISM-0979",,,,,
SM-28,Systems Monitoring,Privileged Session Monitoring,Organization monitors trusted data environments for unauthorized logical access connections. ,,,,,,,X,,,,,,,,,X,X,,X,,,,,,,,,46,,,,,,,,,ISM-1006,12.4.5.2.P,,"11.5, 11.5.1, 11.5.1.1, 11.5.2",,
SM-29,Systems Monitoring,Availability Monitoring Alert Criteria,"Organization defines availability monitoring alert criteria, how alert criteria will be flagged, and identifies authorized personnel for flagged system alerts.",X,X,,X,,,X,,,,,X,X,X,,X,X,X,X,,X,"DE.AE-5
PR.DS-4","OPS-01
OPS-02
OPS-09
PS-02",,8.1.2.1,,,"12

46

58

63

79

104

105

106",,,,,SI-05,SI-05,SI-05,,"ISM-1580
ISM-1441
ISM-1581
ISM-1290",12.1.3.9.PB,8.1,"10.4 10.4.1, 10.4.1.1, 10.4.2, 10.4.2.1",,"CC3.1
CC7.2
A1.1"
SM-30,Systems Monitoring,Availability Monitoring Alert Criteria Review,Organization reviews availability monitoring alert criteria on an annual basis.,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,"ISM-1580
ISM-1441
ISM-1581
ISM-1290",,,"10.4 10.4.1, 10.4.1.1, 10.4.2, 10.4.2.1",,
SM-31,Systems Monitoring,System Availability Monitoring,Critical systems are monitored in accordance with predefined availability criteria and alerts are sent to authorized personnel.,X,X,,,X,,X,,X,,,X,X,X,,X,X,X,X,,X,"DE.CM-1
DE.DP-2","OPS-01
OPS-02
OPS-09
OPS-17
PS-06
SSO-04",,,"9.1�

9.1(d)

9.1",,"12

46

58

63

79

104

105

106",,8.6,,,SI-05,SI-05,"SI-05
CP-02 (08)",,"ISM-1580
ISM-1441
ISM-1581
ISM-1290","12.1.3.1
12.1.3.2
12.1.3.3
12.1.3.4
12.1.3.5
12.1.3.6
12.1.3.7
14.1.1.8
17.2.1.1
17.2.1.2",8.1,"10.4 10.4.1, 10.4.1.1, 10.4.2, 10.4.2.1",,"CC3.1
CC7.2
A1.1
A1.2"
SM-32,Systems Monitoring,Remote Access: Activity Log Audit,Logs from remote sessions are audited for prohibited activity on a weekly basis.,,,X,X,,,X,,,,,,,,,X,,,X,,,,,8.11,8.1.3.5,,,46,,,,,,,,,"ISM-1661
ISM-1662",,,"10.4 10.4.1, 10.4.1.1, 10.4.2, 10.4.2.1",,
SO-01,Site Operations,Secured Facility,"Physical access to restricted areas of the facility is protected by walls with non-partitioned ceilings, secured entry points, and/or manned reception desks.",X,X,,X,,,X,,X,,,X,X,X,X,X,X,X,X,X,X,"PR.AC-2
PR.IP-5","PS-01
PS-03
PS-04
PS-05
PS-06",,8.1.10.1,,,"50

51

55

56

83",,"7.1

7.3 

7.6",,,"PE-01
PE-02
PE-03
PE-16","PE-01
PE-02
PE-03
PE-16","PE-01
PE-02
PE-03
PE-16
MP-04
SA-09 (05)","164.310(a)(1)
164.310(a)(2)(ii)","ISM-1053
ISM-1530
ISM-0813
ISM-1074
ISM-0161","11.1.1.1
11.1.1.2
11.1.1.3
11.1.1.4
11.1.1.5
11.1.1.6
11.1.1.7
11.1.3.1
11.1.3.2
11.1.3.3
11.1.3.4
11.2.1.1
11.2.1.3
11.2.1.4
11.2.6.6",8.5,"9.2, 9.2.1",11.1.1,CC6.4
SO-02,Site Operations,Physical Protection and Positioning of Cabling,"Organization power and telecommunication lines are protected from interference, interception, and damage.",,X,,X,,,X,,X,,,X,X,X,,,X,,X,,,,PS-06,,"8.1.1.1 (a)
8.1.1.3 (b)
8.1.1.10 (a)
8.1.1.10 (b)
8.3.1.1",,,52,,7.12,,,PE-15,PE-15,"PE-15
CP-08 (01)
PE-09",,,"11.2.3.1
11.2.3.2
11.2.3.3",,"9.2, 9.2.1",,
SO-03,Site Operations,Global Coordination of Critical Functions: Information Security Safeguards,Organization consistently applies information security safeguards in datacenters and campuses.,,X,,,,,,,,,,,,X,,X,,,X,,,,PS-01,,,,,,,,,,,,MP-04,,ISM-1645,,,"9.3, 9.3.1",,
SO-04,Site Operations,Provisioning Physical Access,"Physical access provisioning to an Organization datacenter requires management approval and documented specification of: 
� account type (e.g., standard, visitor, or vendor)
� access privileges granted
� intended business purpose
� visitor identification method, if applicable
� temporary badge issued, if applicable
� access start date
� access duration",,X,,X,,,X,,X,,,X,X,X,X,X,X,X,X,X,X,,PS-04,,8.1.8.4,,,50,,5.15,,,"MA-05
PE-02
PE-03","MA-05
PE-02
PE-03
CM-05","MA-05
PE-02
PE-03","164.308(a)(4)(ii)(B)
164.310(a)(1)
164.310(a)(2)(ii)
164.310(a)(2)(iii)","ISM-1705
ISM-1706
ISM-1707
ISM-1708","11.1.2.1
11.1.2.3
11.1.2.4
11.1.2.5
11.1.2.6
11.1.2.7
11.1.2.8
11.1.2.9
11.1.2.10
11.1.2.11
11.1.2.12
11.1.2.13
11.1.6.5
11.2.1.2",8.5,"9.3, 9.3.1, 9.3.1.1, 9.3.2, 9.3.3, 9.3.4","11.1.1
11.1.3",CC6.4
SO-05,Site Operations,De-provisioning Physical Access,"Physical access that is no longer required in the event of a termination or role change is revoked. If applicable, temporary badges are returned prior to exiting facility.",,X,,,,,X,,,,,X,X,X,X,,X,X,X,,X,,PS-04,,,,,50,,,,,PE-02,PE-02,PE-02,"164.310(a)(1)
164.310(a)(2)(ii)",,"7.3.1.1
7.3.1.2
7.3.1.3
9.2.6.1
11.1.2.1",8.5,"9.3, 9.3.1, 9.3.1.1, 9.3.2, 9.3.3, 9.3.4",,CC6.4
SO-06,Site Operations,Periodic Review of Physical Access,Organization performs physical account and access reviews on a quarterly basis; corrective action is taken where applicable.,,X,,,,,X,,,,,X,X,X,X,X,X,X,X,,X,,PS-04,,,,, '50,,,,,"PE-02
PE-06
PS-05","PE-02
PE-06
PS-05","PE-02
PE-06
PS-05","164.310(a)(1)
164.310(a)(2)(ii)
164.310(a)(2)(iii)","ISM-1053
ISM-1530
ISM-0813
ISM-1074
ISM-0164","11.1.2.1
11.2.2.2",8.5,"9.3, 9.3.1, 9.3.1.1, 9.3.2, 9.3.3, 9.3.4",,CC6.4
SO-07,Site Operations,Physical Access Role Permission Authorization,"Initial permission definitions, and changes to permissions, associated with physical access roles are approved by authorized personnel.",,,,,,,X,,X,,,X,X,X,,X,X,,X,,,,,,,,,50,,7.2,,,PE-03,PE-03,PE-03,,"ISM-1296
ISM-0164","11.1.5.5
11.1.5.6
11.1.6.1
11.1.6.2
11.1.6.3
11.1.6.4
11.1.6.6
11.1.6.7",,"9.3, 9.3.1, 9.3.1.1, 9.3.2, 9.3.3, 9.3.4",,
SO-08,Site Operations,Monitoring Physical Access,Intrusion detection and video surveillance are installed at Organization datacenter locations; confirmed incidents are documented and tracked to resolution.,,X,,X,,,X,,X,,,,,X,X,,X,X,X,,X,,"PS-03
PS-04",,"8.1.1.2
8.1.1.3 �",,,50,,7.4,,,,,"CP-08
PE-06 (01)","164.310(a)(1)
164.310(a)(2)(ii)",,"11.1.5.4
11.2.1.1",8.5,9.2.1.1,,CC6.4
SO-09,Site Operations,Surveillance Feed Retention,Surveillance feed data is retained for 90 days.,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,9.2.1.1,,
SO-10,Site Operations,Visitor Access,"Physical access for visitors is managed through monitoring, maintaining records, escorting, and reviewing access monthly. Visitor access records to the facilities are kept for at least a year.",,,,X,,,,,,,,X,X,X,,,,,X,,,,,,8.1.10.1,,,,,,,,"PE-03
PE-08","PE-03
PE-08","PE-03
PE-08",,,,,"9.3, 9.3.1, 9.3.1.1, 9.3.2, 9.3.3, 9.3.4",,
SO-11,Site Operations,Physical Access Devices,"Physical access devices (i.e., keys, combinations, access cards, etc.) are maintained through an inventory and restricted to authorized individuals. Appropriate devices are rotated when compromised or upon employee termination or transfer.",,,,X,,,,,,,,X,X,X,,,,,X,X,,,,,8.1.1.2,,,,,,,,PE-03,PE-03,PE-03,,,,,"9.2.2, 9.2.3, 9.2.4",11.1.3,
SO-12,Site Operations,Temperature and Humidity Control,Temperature and humidity levels of datacenter environments are monitored and maintained at appropriate levels.,,X,,X,,,X,,X,,,X,X,X,,,X,X,,X,X,,"PS-05
PS-06
PS-07",,"8.1.10.1
8.1.1.1 (a)
8.1.1.1 (b)
8.1.1.6 (a)
8.1.1.6 (b)
8.1.1.6 �
8.1.1.8",,,"50

52

53

54

55

56",,7.5,,,"PE-06
PE-14","PE-06
PE-14","PE-06
PE-14",,,"11.1.4.1
11.2.1.1
11.2.1.7
11.2.2.1",8.5,,11.2.2,A1.2
SO-13,Site Operations,Fire Suppression Systems,Emergency responders are automatically contacted when fire detection systems are activated; the design and function of fire detection and suppression systems are maintained at appropriate intervals.,,X,,X,,,X,,X,,,X,X,X,,,X,X,,X,X,,"PS-05
PS-07",,"8.1.10.1
8.1.1.5 (a)
8.1.1.5 (b)
8.1.1.5 �",,,"50

55

56",,7.5,,,"PE-06
PE-13","PE-06
PE-13","PE-06
PE-13
PE-13 (02)",,,"11.2.1.1
11.2.1.5
11.2.1.6
11.2.1.8",8.5,,11.2.2,A1.2
SO-14,Site Operations,Power Failure Protection,Organization employs uninterruptible power supplies (UPS) and generators to support critical systems in the event of a power disruption or failure. The design and function of relevant equipment is certified at appropriate intervals.,X,X,,X,,,X,,X,,,,,X,,X,X,X,,X,X,ID.BE-4,"PS-06
PS-07",,"8.1.10.1
8.1.1.1 (a)
8.1.1.9 (a)
8.1.1.9 (b)
8.1.1.9 �",,,"52

53

54",,7.11,,,,,PE-11,,ISM-1123,"11.2.2.3
11.2.2.4
11.2.2.5
11.2.2.6
11.2.2.7",8.5,,11.2.2,A1.2
SO-15,Site Operations,Emergency Shutoff,Organization employs emergency power shut-off capabilities. Access to shut off power is restricted to authorized individuals.,,,,X,,,,,,,,,,X,,,,,,,,,,,8.1.10.1,,,,,,,,,,PE-10,,,,,,,
SO-16,Site Operations,Emergency Lighting,Organization employs emergency lighting in the event of a power disruption or failure. The design and function of relevant equipment is certified at appropriate intervals.,,,,X,,,,,,,,,X,X,,,,,,,,,,,"8.1.10.1
8.1.1.4 (a)
8.1.1.4 (b)
8.1.1.7 (a)
8.1.1.7 (b)",,,,,,,,,PE-12,PE-12,,,,,,,
